housing_age,income,bedrooms,households,rooms,house_value
50,9.532,0.13006993006993,3.08457711442786,7.1144278606965194,483300
15,8.1221,0.14402451481103198,2.8556338028169,6.8943661971831,483300
30,6.3624,0.13013698630137,2.42307692307692,5.61538461538462,483300
28,3.3266,0.290076335877863,1.59407305306685,3.5210199862163996,483300
34,4.498,0.228111273792094,1.77576601671309,4.75626740947075,482900
35,6.3612,0.14994864772338198,2.5108433734939797,7.038554216867469,482700
33,6.8553,0.156219102234526,2.70187165775401,6.76069518716578,482200
36,6.6321,0.184233076263925,2.53808353808354,5.73464373464373,481500
29,7.6526,0.14460784313725503,2.56160458452722,7.014326647564469,481300
17,6.3892,0.155605718585403,2.47771317829457,6.43895348837209,480800
19,6.3229999999999995,0.146075085324232,3.44418604651163,6.81395348837209,480800
36,5.3441,0.169477911646586,2.29864253393665,5.63348416289593,480600
44,6.1014,0.17005453644025798,2.50785340314136,5.28010471204188,480100
49,5.1072,0.18093735917079798,2.2267206477732797,5.98920377867746,479700
40,6.435,0.22156045265038699,1.8675324675324698,4.36103896103896,479500
38,3.75,0.165680473372781,3.0634146341463397,5.770731707317069,478600
10,8.7991,0.15690263086520198,2.39294710327456,9.287153652392949,478500
20,4.5656,0.20614035087719298,1.7715803452855199,5.14741035856574,478400
44,7.9213,0.151792245793709,2.49292452830189,6.44811320754717,477800
25,8.058,0.14558955895589598,2.9478527607362004,6.815950920245401,477300
24,5.9055,0.154949784791966,2.3567639257294397,6.47082228116711,477300
24,3.9673,0.247651356993737,1.8062709966405401,4.29115341545353,477300
36,7.2772,0.134777376654633,2.8132387706855804,7.85815602836879,477200
38,7.9059,0.162482566248257,2.5068493150684903,6.54794520547945,477100
20,3.55,0.183786891529322,2.70823529411765,6.138823529411759,476700
36,7.8407,0.142889441555505,2.8273026315789505,7.27467105263158,476400
47,5.0203,0.188461538461538,2.47096774193548,5.5913978494623695,476300
29,7.0309,0.21775898520084602,4.1264367816092005,5.436781609195401,475000
6,3.7292,0.23636363636363603,2.875,4.58333333333333,475000
28,2.9125,0.29548133595284903,2.27982326951399,3.74815905743741,475000
20,2.4444,0.13684210526315801,2.06666666666667,6.33333333333333,475000
21,1.8214,0.3762626262626261,2.59775280898876,2.96629213483146,475000
26,7.7643,0.14907063197026002,2.94638694638695,6.27039627039627,474700
28,7.7464,0.140845070422535,2.7820512820512797,7.282051282051281,474600
28,4.7475,0.19988986784141,2.0527859237536696,5.325513196480941,474600
33,7.6685,0.15504807692307698,2.7178217821782202,6.17821782178218,474300
47,5.7509,0.193707587908698,2.32797427652733,5.21221864951769,474100
19,7.8013,0.14500475737392998,2.44551724137931,7.2482758620689705,474000
30,7.9813,0.13857677902621698,2.6953316953317006,7.216216216216219,473500
6,8.3837,0.13088491717524,3.1959578207381405,8.06326889279438,473400
46,6.0436,0.195254764683003,2.4451097804391204,5.13173652694611,473000
39,6.6136,0.175585284280936,2.30788177339901,5.89162561576355,472800
24,8.1325,0.14330616996507597,2.88709677419355,7.292020373514429,472700
42,6.2356,0.22493403693931402,1.9388379204893003,4.63608562691132,472700
34,6.077000000000001,0.18601115053218398,2.4434782608695698,5.7188405797101405,472700
35,8.3841,0.14276002719238598,3.3561643835616404,6.71689497716895,472200
39,8.468,0.174816096927737,2.74736842105263,6.0815789473684205,472100
34,5.2333,0.239833159541189,1.9492385786802,4.86802030456853,471400
37,5.2416,0.185966633954858,2.19685039370079,5.3490813648294,471300
44,4.793,0.21839080459770102,2.27455357142857,4.85491071428571,470800
27,4.1365,0.250793650793651,1.6525063721325401,4.01444350042481,470800
36,8.3935,0.14139110604333,2.47444089456869,7.00479233226837,470500
35,6.0441,0.17048145224940803,2.72774869109948,6.633507853403139,470000
21,5.6999,0.221913236929922,2.04146341463415,4.3853658536585405,470000
29,7.7932,0.14533085961657402,3.0813008130081294,6.57317073170732,469900
32,7.1198,0.15989847715735997,1.86150234741784,7.399061032863849,469900
34,5.0976,0.249920508744038,1.85969738651994,4.32599724896836,469800
27,9.5862,0.129160457029309,2.8659658344283803,7.9356110381077505,469400
33,7.8904,0.14186151079136702,2.6671974522293,7.082802547770701,468800
51,4.3571,0.37139807897545396,1.58258258258258,2.8138138138138102,468800
33,3.9792,0.16663535600225401,2.2567567567567597,7.1932432432432405,468000
3,8.4355,0.158054711246201,2.60918253079507,7.0,467600
42,7.672000000000001,0.165506573859242,2.11520737327189,5.95852534562212,467600
26,6.3719,0.14596949891067498,2.85569620253165,6.97215189873418,466900
39,7.5925,0.13952735513111,2.71990740740741,7.15046296296296,466700
32,5.2121,0.24748743718592997,1.81474820143885,4.29496402877698,466700
43,3.1979,0.28253305497564396,1.82585751978892,3.79155672823219,466700
28,6.9257,0.14622222222222198,2.55727554179567,6.965944272445821,466400
32,6.3703,0.16503267973856198,2.27254901960784,6.0,465800
37,3.7852,0.19132420091324198,1.6333333333333302,7.3,465800
39,6.2917,0.19280048810250197,2.1410048622366302,5.3128038897893,465700
8,9.4356,0.139013452914798,2.76470588235294,6.558823529411759,465600
27,7.3081,0.14405510631925697,2.9563318777292595,7.290393013100441,464600
18,5.1032,0.253056234718826,1.94305239179954,3.7266514806378104,464600
40,3.1071,0.28649635036496396,1.875,3.95192307692308,464300
32,5.2888,0.16770768269831401,2.44609665427509,5.95167286245353,463800
35,7.313,0.14468629961587698,2.8245931283906,7.06148282097649,463700
20,3.6019,0.29972565157750297,1.8270042194092802,3.69113924050633,463600
48,8.634,0.163225806451613,2.3224637681159397,5.6159420289855095,463500
20,6.0362,0.210410233789149,2.17600896860987,5.08295964125561,463500
41,4.4211,0.205991124260355,2.1903765690376598,5.65690376569038,462900
24,7.5286,0.158887468030691,2.9788135593220297,6.6271186440678,462700
34,7.2812,0.14452839385815303,2.73130434782609,7.13565217391304,462200
25,8.8281,0.137349397590361,2.6032906764168198,7.58683729433272,461600
43,3.7813,0.21758957654723102,1.91950464396285,4.75232198142415,461500
19,9.2327,0.12494481236203099,3.2401433691756294,8.11827956989247,461300
44,5.5951,0.152696209289909,2.2438162544169598,6.61837455830389,461300
29,5.1335,0.19827443172390902,2.29461998292058,5.1468830059777995,461200
43,2.9167,0.262068965517241,1.5719999999999998,4.64,461100
30,6.3434,0.183254344391785,2.5202863961813797,6.042959427207639,460400
43,4.4688,0.212032993692382,2.12207792207792,5.35324675324675,460200
25,5.0049,0.24068417837507602,1.7124010554089701,4.31926121372032,460000
25,4.0153,0.24911158493248,1.73100303951368,4.27659574468085,460000
48,3.2794,0.21667965705378,2.22352941176471,5.03137254901961,460000
30,6.7528,0.156771439658518,2.8770053475935797,6.8903743315508,459600
14,8.4262,0.12366926898509599,3.3544117647058798,8.288235294117651,459200
44,4.6628,0.1665868836764,2.6403785488959,6.5899053627760305,459200
31,3.9798,0.236269430051813,2.44390243902439,4.707317073170731,458600
48,3.5213,0.22259136212624603,2.0221327967806797,4.84507042253521,458600
35,6.5842,0.18396485447556302,2.3006329113924,5.7626582278481,458500
25,4.0417,0.22151532677848498,2.18465909090909,4.91193181818182,458500
36,5.1271,0.166912850812408,2.4243323442136497,6.02670623145401,458300
27,3.4485,0.211293941660434,2.25411334552102,4.8884826325411295,458300
31,3.0744,0.27653997378768,2.00634517766497,3.87309644670051,457700
22,4.8021,0.19283819628647197,2.1745406824147,4.94750656167979,457500
43,6.207000000000001,0.163934426229508,2.7826086956521703,6.18840579710145,457400
39,5.4088,0.159978009895547,2.76978417266187,6.543165467625901,457300
7,4.6419999999999995,0.23358705994291198,1.83294842186297,4.854503464203231,457300
29,6.912000000000001,0.15308582449373198,2.61244019138756,6.61562998405104,457200
35,6.8336,0.14419372592184898,2.5152671755725198,6.9351145038167905,457200
31,4.6528,0.261068702290076,1.8161290322580599,4.2258064516128995,457100
19,9.9055,0.118935837245696,3.16153846153846,9.83076923076923,456900
36,5.611000000000001,0.178939034045922,2.25850340136054,5.72789115646258,456600
34,7.4559,0.128944995491434,2.76588628762542,7.4180602006689,456500
33,7.7773,0.19829222011385197,2.48447204968944,6.54658385093168,456300
37,4.6364,0.18181818181818202,2.0413223140495904,5.63636363636364,456300
45,3.0476,0.255061793321062,1.94029850746269,4.3662456946039,456200
39,4.8611,0.18938885157823998,2.75185185185185,5.51481481481482,456100
38,6.8939,0.205267938237965,1.9149425287356299,5.06206896551724,455900
25,8.0727,0.15127146272549402,3.0075075075075097,6.908408408408411,455500
37,5.2865,0.169751116783663,2.40157480314961,6.16929133858268,455400
34,8.3678,0.13285236670772502,2.7136929460580896,7.860304287690179,455300
26,3.2125,0.23039215686274497,1.5946666666666698,4.352,455000
34,7.8588,0.14697193500738598,2.69434628975265,7.17667844522968,454800
27,4.7926,0.200436681222707,2.64941176470588,5.388235294117651,454400
18,8.0074,0.130616907844631,2.84627092846271,7.99391171993912,454100
9,4.89,0.20048750761730702,1.90265486725664,7.26106194690265,454100
37,9.1541,0.133802816901408,2.87868852459016,7.91475409836066,453800
34,5.0602,0.172131147540984,2.67752442996743,5.960912052117259,453700
34,6.1814,0.14586543400102697,3.03610108303249,7.02888086642599,453600
34,7.9606,0.156533892382949,2.28636363636364,6.50454545454545,453400
39,3.1677,0.227804244261585,1.5934065934065902,4.22893772893773,453400
27,7.7743,0.140617796219456,2.83699059561129,6.79937304075235,453100
44,4.4777,0.18233416105001798,2.50099403578529,5.604373757455269,452800
44,3.6,0.18174012593016603,1.66987951807229,8.41927710843373,452800
41,8.3252,0.146590909090909,2.55555555555556,6.984126984126981,452600
38,4.9125,0.21149721149721104,1.9307159353348702,5.3833718244803705,452600
34,6.4319,0.14402759810263,2.64325842696629,6.51404494382022,452300
16,7.9943,0.125499231950845,2.96143958868895,8.36760925449872,452100
39,3.821,0.25503355704698,1.71441360787825,4.53536257833483,452100
25,6.0577,0.167653589933383,2.6477916194790496,6.12004530011325,451800
34,6.4271,0.14171974522293,2.64367816091954,7.2183908045977,451700
20,8.0683,0.12639405204461002,3.4328859060402697,8.1241610738255,451500
24,8.2827,0.127937336814621,3.03534609720177,8.46097201767305,451400
20,6.7578,0.17263464337700102,2.33815551537071,6.2115732368896905,451400
23,8.5403,0.125417130144605,2.82096069868996,7.85152838427948,451300
35,7.3023,0.14927455357142902,2.61152416356877,6.6617100371747195,451300
34,5.6038,0.15315517628564998,2.6860119047618998,6.62648809523809,451300
41,4.7734,0.15692124105011904,2.9686274509803905,6.572549019607839,450800
17,8.8467,0.136723910171731,3.59128978224456,7.608040201005029,450700
21,8.4196,0.14185684647302899,2.65794392523364,7.20747663551402,450700
32,6.1426,0.14651293588301503,2.57169459962756,6.6219739292365,450700
5,9.0776,0.12510448592922802,3.11245865490628,7.91400220507166,450400
8,8.8693,0.16033280863503502,2.3829787234042596,6.30780141843972,450400
39,7.7108,0.144765187419216,2.59587020648968,6.846607669616519,450000
35,6.4865,0.15961538461538502,2.4342105263157903,6.84210526315789,450000
34,6.2946,0.158229458153142,2.76489533011272,6.330112721417071,450000
17,6.1023,0.21065230400957502,2.89285714285714,6.63095238095238,450000
9,4.2109,0.192896174863388,6.88636363636364,8.31818181818182,450000
16,4.0893,0.23770491803278698,1.81686046511628,4.61046511627907,450000
29,4.0432,0.17739307535641502,3.8030973451327403,5.43141592920354,450000
25,3.9722,0.25717040250662804,1.749,4.149,450000
48,3.9375,0.23491027732463302,1.4015151515151498,4.643939393939389,450000
16,3.875,0.25,3.0,4.0,450000
30,3.7439999999999998,0.26625172890733106,1.8895348837209298,4.2034883720930205,450000
31,3.6769,0.256101426307448,1.62147651006711,4.2348993288590595,450000
3,3.6667,0.32631578947368395,1.54248366013072,3.10457516339869,450000
48,3.6111,0.286516853932584,1.87068965517241,3.8362068965517206,450000
23,3.5649,0.2834375,2.3429561200923796,3.6951501154734396,450000
25,3.2375,0.37741046831955893,1.92056074766355,3.3925233644859802,450000
29,2.7824,0.25544855549923995,1.9132420091324198,4.5045662100456605,450000
32,2.725,0.189086294416244,6.63498098859316,5.99239543726236,450000
24,2.6782,0.407076047173648,1.42319749216301,2.56948798328109,450000
5,2.4233,0.20382165605095498,3.05555555555556,4.36111111111111,450000
29,2.2969,0.32512315270936,1.53392330383481,4.1917404129793505,450000
34,2.2402,0.31452420701168604,2.77296726504752,3.16261879619852,450000
20,2.2375,0.328125,2.80952380952381,3.0476190476190497,450000
27,2.1579,0.311044776119403,2.24773413897281,5.060422960725081,450000
2,1.9667,0.27950310559006203,1.3786982248520703,5.715976331360951,450000
39,1.7679,0.17777777777777803,2.44444444444444,5.0,450000
28,1.7306,0.40704945992040903,2.3596774193548398,2.8370967741935496,450000
28,1.5132,0.417503586800574,1.3186003683241299,2.5672191528545096,450000
30,0.8836,0.405271828665568,2.4093567251462003,2.66228070175439,450000
36,0.8804,0.398373983739837,1.06617647058824,2.71323529411765,450000
41,6.3406,0.14163756305781902,2.6932153392330402,7.60176991150442,448300
35,5.8735,0.18181818181818202,2.32924961715161,5.811638591117919,448100
13,5.888,0.184700206753963,2.29591836734694,5.922448979591839,447700
15,5.136,0.14553990610328602,2.95555555555556,9.46666666666667,447400
26,3.7125,0.23,1.84745762711864,4.915254237288139,447400
25,7.7799,0.14393179538615802,2.48763250883392,7.045936395759719,447300
44,5.0,0.155239327296248,3.3471074380165295,6.38842975206612,447100
47,7.4046,0.15113687026304098,2.85579937304075,7.03134796238245,446800
25,5.0814,0.19918601867368899,2.6907477820025294,5.2940430925221795,446800
25,6.4246,0.17460830237441402,2.2453567937438903,6.05180840664712,446700
41,6.4232,0.182711198428291,2.61754385964912,5.35789473684211,446600
38,5.9277,0.157671957671958,2.57399103139013,6.3565022421524695,446600
36,6.8469,0.127301841473179,2.53146853146853,8.73426573426574,446400
27,7.1262,0.146746175784288,2.90818181818182,7.01272727272727,446200
31,6.8317,0.158738738738739,2.8596287703016205,6.438515081206501,446100
22,4.6065,0.188061848256023,2.50193798449612,5.38953488372093,445900
18,7.4351,0.161145062721132,2.57880434782609,8.44836956521739,445700
33,4.9583,0.15858843537415,2.77158774373259,6.55153203342618,445700
32,5.1837,0.21213093709884498,2.03499079189687,5.73848987108656,445600
21,8.203,0.133399701343952,2.85066162570888,7.595463137996219,445400
39,5.2249,0.150674068199841,3.11764705882353,7.06442577030812,445200
40,2.2653,0.29883327060594705,2.8691588785046696,3.5473965287049403,445000
37,5.1584,0.206051873198847,2.12015503875969,5.37984496124031,444700
40,5.2421,0.185335132703554,2.51798561151079,5.330935251798559,444500
41,2.7254,0.257022471910112,1.77019748653501,3.8348294434470405,444400
43,6.4468,0.155622870124953,2.27702702702703,5.948198198198201,444200
8,8.5957,0.12445573294629901,3.07352941176471,8.10588235294118,444100
32,7.3521,0.155635062611807,2.47878787878788,6.77575757575758,444000
42,6.7571,0.15874079035499,2.96875,6.665178571428571,443900
34,7.7072,0.141032464076637,2.77186311787072,7.14448669201521,443800
35,7.1382,0.157817109144543,2.55058823529412,6.38117647058824,443800
17,5.9572,0.177884615384615,2.40520446096654,5.67038413878563,443800
34,5.6738,0.17615947925142397,2.7721179624664902,6.5898123324396805,443600
44,4.149,0.198770491803279,2.28733031674208,5.520361990950231,443600
33,7.1088,0.138868586463967,2.73571428571429,6.98061224489796,443300
15,8.3996,0.131829397250617,3.3781512605042003,7.94677871148459,442900
50,3.2426,0.27835396453663397,1.73548387096774,3.8567741935483904,442900
25,4.2289,0.223459539717892,2.1543367346938798,5.15433673469388,442700
17,8.2069,0.15146256817054998,2.06785714285714,7.203571428571429,442500
34,5.2971,0.16397228637413402,2.2890855457227097,6.3864306784660805,442100
36,4.75,0.17712914834066398,2.44312796208531,5.926540284360191,442100
32,4.5208,0.233705531030901,1.74162679425837,4.60645933014354,442100
30,7.2472,0.136876667350708,3.1269592476489003,7.637931034482759,441900
14,8.4352,0.12074607329842901,3.20689655172414,8.10610079575597,441400
36,7.5557,0.13986354775828502,2.6377358490566,7.743396226415089,441400
27,6.632000000000001,0.180664652567976,2.49023090586146,5.87921847246892,441100
31,5.4851,0.18311669761462598,2.17442778216259,5.52565114443567,441100
9,8.6675,0.145245559038662,3.7464788732394396,6.73943661971831,441000
36,5.4063,0.18800919156047602,2.29101123595506,5.378651685393259,440900
30,5.2078,0.16466056812710597,2.4878048780487796,6.33231707317073,440500
37,5.0863,0.162246934702025,2.7351973684210495,5.76809210526316,440300
37,5.8666,0.188253012048193,2.74561403508772,5.82456140350877,440100
16,6.2094,0.13387699626231697,2.67130919220056,8.19777158774373,440000
10,7.472,0.15205034510759197,2.33123028391167,7.76971608832808,439900
36,6.5304,0.147936933914794,3.00968523002421,7.21791767554479,439800
44,4.25,0.30006480881399894,1.60591133004926,3.80049261083744,439300
22,7.494,0.137750893593621,2.5788923719958197,7.600835945663531,439200
35,5.1589,0.20406157877497502,2.2258064516129,5.1833616298811505,439200
32,8.6718,0.14036834245893498,2.46478873239437,7.07394366197183,439100
28,6.5928,0.220963172804533,2.3839541547277903,5.05730659025788,439100
21,6.9014,0.12715566796964803,3.2369942196531802,8.37957610789981,439000
5,6.035,0.19626168224299104,2.51269035532995,5.43147208121827,438800
43,7.6091,0.196588868940754,2.43037974683544,5.6405063291139195,438500
48,6.2642,0.15294117647058803,2.49748743718593,5.97989949748744,438500
26,5.9522,0.16250350827954002,2.5721739130434798,6.19652173913043,438400
40,5.2114,0.18760856977417498,2.31530139103555,5.33848531684699,438400
45,3.1445,0.20597386434349696,1.9066265060241,4.84036144578313,438300
38,2.2148,0.31473533619456395,1.95070422535211,3.5160965794768595,438300
40,7.1845,0.173123486682809,2.6462585034013597,5.61904761904762,438100
38,6.917000000000001,0.140364789849326,2.5792349726776003,6.89071038251366,438000
15,4.8047,0.22134022521691002,2.3615664845173,4.933515482695809,438000
13,9.5268,0.13870464299648802,3.3830083565459597,7.13927576601671,437900
34,6.5722,0.162143108917871,2.93449781659389,6.1943231441048,437400
16,6.0142,0.149659863945578,3.5894886363636402,6.890625,437400
42,7.0315,0.15400243803332,3.275,6.83611111111111,437300
35,6.4588,0.176105828854899,2.19168591224018,5.58660508083141,437100
43,4.125,0.207977207977208,2.90685413005272,4.93497363796134,436800
19,5.1514,0.161426684280053,3.60327868852459,6.204918032786889,436700
31,4.252,0.261264902000404,1.5956591639871398,3.97829581993569,436700
10,8.798,0.13356875778978,3.07482993197279,8.18707482993197,436600
17,6.3131,0.22427871529667898,1.96541786743516,5.29394812680115,436400
20,3.9044,0.28488160291439,1.57104194857916,3.71447902571042,436400
48,3.2333,0.20372928176795602,2.3728222996515695,5.04529616724739,436400
6,9.2858,0.126590038314176,3.90322580645161,8.095533498759309,436100
35,4.4063,0.20877399138268699,2.2429718875502003,5.12650602409639,436100
3,6.7413,0.190622972096042,2.2543589743589703,6.322051282051281,435900
20,6.0433,0.15608465608465602,2.5848787446505,6.470756062767481,435900
24,7.7364,0.143900343642612,2.73728813559322,6.57627118644068,435800
38,5.697,0.173160173160173,2.51554404145078,5.984455958549219,435700
33,3.2462,0.282375851996105,1.8606811145510802,3.9744582043343697,435700
39,4.4081,0.211171662125341,1.92766497461929,4.65736040609137,435200
29,4.0313,0.23263433813892498,2.2984126984127005,4.844444444444441,435200
38,5.4165,0.21918422232182896,1.9421487603305803,4.6095041322314,435100
30,4.1827,0.22826889928589,1.71907514450867,4.69479768786127,435100
14,8.7783,0.12542229729729698,2.64451827242525,7.8671096345515,435000
43,5.0322,0.301136363636364,1.84526558891455,3.65819861431871,435000
38,7.5953,0.159779614325069,2.78888888888889,6.05,434800
44,4.1324,0.186476652516677,2.20373250388802,5.12908242612753,434800
4,8.7591,0.138747658549639,2.94836146971202,7.42204568023833,434700
30,4.0074,0.18060637741766897,2.5205479452054798,5.8234398782344,434700
2,3.1591,0.154185022026432,2.3265306122448997,4.632653061224491,434700
32,8.7589,0.13546936481169197,2.79457364341085,6.8953488372092995,434500
45,7.5,0.16929133858267698,2.2147239263803704,6.2331288343558295,434500
26,5.2276,0.21469010727056,2.01076040172166,4.81492109038737,434500
45,4.5417,0.168614357262104,3.09608540925267,6.395017793594309,434500
42,4.0833,0.22055239642567,1.7780082987551902,5.10788381742739,434400
37,4.0987,0.220751879699248,2.1213872832369898,4.80491329479769,434000
39,4.2407,0.232716282584057,2.25945945945946,4.76936936936937,433800
35,8.0448,0.129982046678636,2.75757575757576,7.6721763085399495,433300
32,5.5791,0.152730787820203,2.46166134185304,6.610223642172519,433300
16,4.625,0.18495297805642602,2.328125,4.984375,433300
38,4.1304,0.26408651109846304,1.9272300469483603,4.1244131455399105,433300
37,3.9219,0.16011436740529,2.25531914893617,5.9531914893617,433300
32,6.6689,0.147023086269745,2.99141630901288,7.06437768240343,433000
33,6.0884,0.17306520414381502,2.33687943262411,5.81914893617021,432900
40,5.1626,0.185667752442997,2.49802371541502,6.06719367588933,432700
28,7.5372,0.14930217461863,2.73318872017354,6.683297180043381,432600
37,3.9010000000000002,0.21529919802591,1.71701112877583,5.15421303656598,432500
48,5.1249,0.17764109985528198,2.17817371937639,6.155902004454339,432400
26,7.4734,0.14103149246919197,2.9437819420783597,7.465076660988069,432200
39,5.9856,0.165266106442577,2.6837606837606804,6.1025641025641,432100
32,4.7375,0.19963619827194198,2.27146464646465,5.5530303030303,431900
26,9.2873,0.13529672276350801,2.95008605851979,7.77280550774527,431800
19,8.9257,0.123652504755866,3.65625,8.21354166666667,431800
37,5.9771,0.17223837209302303,2.7345132743362797,6.08849557522124,431800
43,5.5385,0.15677118078719102,2.2558139534883703,6.97209302325581,431800
28,7.4729,0.14923076923076903,2.8076109936575095,6.87103594080338,431600
27,5.7528,0.159589525831564,2.8678815489749403,6.4373576309795,431400
33,7.4787,0.15356208647484199,2.81504702194357,6.79101358411703,431300
51,6.2561,0.152755905511811,2.48943661971831,6.70774647887324,431000
32,6.0574,0.15120810600155898,2.8362573099415203,7.502923976608191,431000
26,5.4683,0.19953825857519797,2.14946619217082,5.395017793594309,430900
33,5.2329,0.15935977731384804,2.8747099767981403,6.66821345707657,430900
14,4.2071,0.269762210796915,1.98112020138452,3.9169288860918794,430900
26,5.7239,0.17133258678611402,2.76344086021505,6.40143369175627,430600
19,5.6396,0.17627883650952897,2.56875934230194,5.96113602391629,430300
37,8.2335,0.18626609442060102,1.8512035010940902,5.09846827133479,430200
39,6.0878,0.15372233400402402,3.13450292397661,7.26608187134503,430200
23,5.2319,0.177409931840312,2.7242178447276904,5.95017381228273,430100
26,5.6305,0.168858131487889,2.4637681159420297,6.98067632850242,430000
29,5.6017,0.255635491606715,1.87934560327198,4.26380368098159,430000
19,4.355,0.22921693353805703,2.14175824175824,5.009890109890111,429200
31,5.1718,0.18743961352657001,2.4844606946983503,5.6764168190127995,429100
34,7.7307,0.162258392675483,3.2996632996632997,6.61952861952862,429000
4,5.5351,0.145615183246073,2.93258426966292,8.58426966292135,429000
17,5.4346,0.2403951701427,1.9862542955326496,6.261168384879731,428600
48,3.2011,0.191510365251728,2.26341463414634,4.94146341463415,428300
14,9.0243,0.12584269662921302,3.38053097345133,7.876106194690269,427700
39,6.6257,0.185311284046693,2.53099730458221,5.54177897574124,427600
30,3.7463,0.19959404600811897,2.00505050505051,4.97643097643098,427600
